dropoff_date,zone_id,num_trips,avg_fare
2024-12-21,236,4963,12.84
2024-09-01,217,48,26.26
2024-09-01,101,14,38.28
2024-09-03,265,559,91.86
2024-09-04,209,347,26.83
2024-09-08,261,686,24.03
2024-09-09,190,10,43.25
2024-09-09,129,160,28.29
2024-09-10,249,1839,15.14
2024-09-10,260,68,27.9
2024-09-13,256,262,31.32
2024-09-15,184,3,49.76
2024-09-26,220,47,46.25
2024-09-27,203,24,27.56
2024-12-02,83,20,24.48
2024-12-04,171,23,43.34
2024-12-06,212,9,35.48
2024-12-08,92,80,30.7
2024-12-08,9,8,48.36
2024-12-08,57,2,25.05
2024-12-09,122,11,29.7
2024-12-10,151,1132,16.68
2024-12-10,172,2,112.9
2024-12-12,74,930,18.27
2024-12-11,94,9,36.95
2024-12-12,123,40,48.31
2024-12-13,120,10,30.82
2024-12-16,169,16,40.06
2024-12-17,170,3862,15.52
2024-12-18,95,141,38.06
2024-12-23,85,36,47.86
2024-12-23,165,50,35.03
2024-12-24,108,5,41.17
2024-12-25,118,1,67.4
2024-12-27,124,27,23.99
2024-12-30,137,1032,14.8
2024-09-02,207,3,22.3
2024-09-03,97,174,38.26
2024-09-04,51,34,58.16
2024-09-06,50,1305,16.36
2024-09-10,54,32,40.04
2024-09-11,63,46,24.26
2024-09-13,7,272,26.84
2024-09-15,141,2860,16.04
2024-09-15,41,1007,22.24
2024-09-15,130,79,24.19
2024-09-17,117,13,56.04
2024-09-18,92,84,34.28
2024-09-19,98,19,31.79
2024-09-19,149,27,45.77
2024-09-19,93,37,36.91
2024-09-19,167,17,33.65
2024-09-22,9,19,35.44
2024-09-22,35,49,28.61
2024-09-23,164,2586,20.08
2024-09-23,170,3434,18.89
2024-09-24,42,491,26.6
2024-09-24,150,11,56.15
2024-09-24,3,9,59.99
2024-09-25,50,1173,16.6
2024-12-01,223,145,27.56
2024-12-01,56,56,24.7
2024-12-01,250,10,28.49
2024-12-03,205,44,29.23
2024-12-12,256,365,32.66
2024-12-14,262,2374,17.01
2024-12-21,231,1915,17.74
2024-12-29,237,2276,13.61
2024-12-30,246,1439,14.75
2024-09-01,61,274,35.58
2024-09-01,169,27,42.92
2024-09-01,121,40,30.14
2024-09-04,260,84,27.05
2024-09-05,233,1928,17.44
2024-09-08,218,27,30.04
2024-09-09,232,426,21.12
2024-09-09,94,12,37.15
2024-09-09,174,20,42.99
2024-09-10,261,652,26.52
2024-09-11,229,2329,14.82
2024-09-12,234,3509,14.91
2024-09-15,227,34,40.97
2024-09-17,233,1911,16.54
2024-09-17,217,67,35.7
2024-09-17,247,37,32.03
2024-09-18,227,22,51.68
2024-09-19,227,31,47.6
2024-09-20,258,43,30.52
2024-09-27,200,38,58.06
2024-12-02,8,1,22.6
2024-12-05,160,54,33.89
2024-12-05,126,11,39.99
2024-12-06,175,9,61.17
2024-12-09,41,599,21.65
2024-12-09,70,83,25.25
2024-12-11,200,47,57.75
2024-12-12,38,7,31.19
2024-12-14,129,155,31.5
2024-12-14,175,20,32.31
2024-12-14,166,925,17.78
2024-12-14,160,44,30.88
2024-12-15,34,11,25.07
2024-12-15,191,17,43.65
2024-12-18,65,164,30.21
2024-12-18,1,452,94.76
2024-12-23,77,19,31.08
2024-12-23,122,12,31.84
2024-12-25,119,33,27.39
2024-12-26,40,71,38.97
2024-12-27,31,8,55.94
2024-12-30,50,809,15.86
2024-12-31,138,2,55.85
2024-12-31,13,6,34.08
2024-12-31,38,1,31.0
2024-09-03,63,44,32.9
2024-09-06,159,35,38.84
2024-09-08,85,40,36.85
2024-09-08,12,77,21.4
2024-09-10,149,19,39.85
2024-09-13,17,119,37.83
2024-09-13,122,17,35.58
2024-09-13,178,9,40.2
2024-09-14,167,26,39.61
2024-09-15,177,67,31.24
2024-09-16,35,46,28.96
2024-09-16,25,163,41.66
2024-09-16,180,23,28.01
2024-09-18,160,41,30.84
2024-09-18,1,295,94.0
2024-09-18,191,32,30.79
2024-09-19,82,66,25.07
2024-09-19,49,177,35.87
2024-09-19,58,3,63.63
2024-09-19,204,1,128.3
2024-09-22,18,20,41.82
2024-09-24,132,1240,58.46
2024-09-24,140,2502,16.46
2024-09-24,79,2076,16.02
2024-09-27,173,18,32.43
2024-09-27,194,13,38.15
2024-09-28,86,14,45.87
2024-09-28,168,79,26.78
2024-09-28,93,64,27.29
2024-09-28,11,11,49.91
2024-09-24,156,1,82.04
2024-12-01,148,1114,19.84
2024-12-01,195,51,35.87
2024-12-01,185,14,46.25
2024-12-05,248,12,37.68
2024-12-14,230,4258,23.6
2024-12-15,223,181,30.35
2024-12-17,236,6999,13.54
2024-12-25,229,1226,13.09
2024-12-27,246,1577,15.17
2024-12-28,243,161,38.79
2024-12-30,224,359,18.25
2024-09-01,157,91,25.67
2024-09-01,40,84,41.05
2024-09-09,234,2686,15.26
2024-09-09,138,1324,44.06
2024-09-10,39,70,32.21
2024-09-11,248,5,39.25
2024-09-12,140,2865,16.44
2024-09-12,219,46,23.23
2024-09-14,259,14,47.99
2024-09-19,234,3705,14.94
2024-09-19,214,1,0.01
2024-09-21,210,24,48.94
2024-09-26,261,713,25.96
2024-09-26,258,27,31.08
2024-12-02,29,24,42.2
2024-12-04,161,5051,19.93
2024-12-04,52,89,31.92
2024-12-05,140,3163,16.23
2024-12-05,106,56,43.43
2024-12-07,92,84,28.71
2024-12-08,96,6,40.84
2024-12-09,42,351,28.22
2024-12-09,60,5,54.28
2024-12-10,126,14,45.25
2024-12-11,70,88,27.43
2024-12-14,177,48,25.91
2024-12-14,191,27,34.75
2024-12-15,13,887,23.1
2024-12-15,77,18,21.94
2024-12-16,85,29,37.02
2024-12-16,153,7,48.53
2024-12-16,39,74,28.53
2024-12-20,173,20,30.78
2024-12-21,26,24,37.34
2024-12-21,7,303,24.42
2024-12-21,82,92,26.51
2024-12-21,192,4,28.2
2024-12-22,121,22,27.02
2024-12-23,43,1200,15.59
2024-12-23,131,15,34.63
2024-12-24,182,14,30.18
2024-12-25,148,537,18.84
2024-12-26,179,78,22.42
2024-12-27,168,51,29.21
2024-12-29,17,151,38.51
2024-12-29,60,9,39.44
2024-09-04,144,965,20.21
2024-09-04,75,1398,16.09
2024-09-04,167,21,26.08
2024-09-05,144,1230,19.97
2024-09-05,97,172,37.63
2024-09-05,179,89,30.6
2024-09-05,88,727,26.12
2024-09-07,129,141,28.46
2024-09-07,185,21,44.17
2024-09-07,168,68,32.96
2024-09-07,159,25,29.09
2024-09-07,160,38,34.68
2024-09-08,72,50,34.39
2024-09-10,73,10,27.09
2024-09-11,145,332,22.3
2024-09-13,14,80,48.11
2024-09-13,144,1610,18.14
2024-09-13,24,400,17.62
2024-09-13,70,65,28.06
2024-09-14,185,15,41.8
2024-09-15,166,844,20.79
2024-09-18,63,25,32.99
2024-09-20,63,30,31.4
2024-09-22,139,20,29.42
2024-09-26,48,3021,19.61
2024-09-27,158,1534,16.36
2024-09-27,139,22,24.28
2024-09-29,52,89,37.24
2024-09-29,27,5,64.84
2024-09-30,114,789,17.16
2024-09-30,182,28,35.54
2024-09-30,159,24,33.79
2024-12-01,235,18,39.38
2024-12-01,19,20,34.49
2024-12-01,154,18,28.19
2024-12-01,23,1,75.8
2024-12-09,219,54,24.35
2024-12-10,219,42,23.56
2024-12-14,229,3296,15.45
2024-12-18,226,219,25.59
2024-12-24,229,1621,11.85
2024-09-05,251,1,101.7
2024-09-07,247,35,30.13
2024-09-09,203,32,33.48
2024-09-10,235,13,25.56
2024-09-10,258,33,29.71
2024-09-11,231,2162,21.56
2024-09-13,212,12,29.74
2024-09-15,211,1207,17.1
2024-09-27,229,2210,15.11
2024-09-27,226,180,26.88
2024-09-27,254,13,53.22
2024-12-03,50,1124,16.3
2024-12-05,165,51,45.48
2024-12-06,120,13,29.21
2024-12-07,181,339,42.13
2024-12-08,37,184,32.16
2024-12-09,97,151,36.58
2024-12-10,117,15,44.29
2024-12-12,106,63,39.57
2024-12-12,39,59,32.95
2024-12-13,160,44,37.7
2024-12-14,69,43,35.47
2024-12-15,39,80,32.08
2024-12-15,66,223,26.28
2024-12-15,192,8,9.62
2024-12-15,185,14,42.95
2024-12-16,51,25,39.86
2024-12-17,157,33,27.78
2024-12-18,147,12,33.52
2024-12-18,183,4,55.9
2024-12-21,50,1400,16.08
2024-12-21,63,21,33.63
2024-12-23,152,102,20.15
2024-12-23,26,40,36.76
2024-12-24,58,3,23.04
2024-12-25,94,15,21.62
2024-12-26,125,367,19.09
2024-12-26,166,344,18.61
2024-12-28,32,10,43.44
2024-12-29,195,91,38.76
2024-12-30,69,40,31.27
2024-12-30,73,7,10.31
2024-09-04,158,1226,16.92
2024-09-05,44,2,113.6
2024-09-07,142,2807,16.29
2024-09-07,73,9,27.03
2024-09-08,198,107,29.0
2024-09-11,25,188,37.74
2024-09-11,168,72,28.55
2024-09-12,79,2474,16.6
2024-09-13,100,1620,17.48
2024-09-14,50,1730,17.43
2024-09-15,139,34,26.46
2024-09-16,36,53,36.91
2024-09-16,101,20,37.49
2024-09-19,123,30,47.93
2024-09-21,36,143,30.18
2024-09-21,35,35,26.72
2024-09-22,116,342,28.49
2024-09-25,94,5,49.48
2024-09-26,74,909,18.52
2024-09-28,191,28,39.1
2024-09-29,7,349,26.51
2024-12-01,117,15,49.2
2024-12-02,87,837,32.43
2024-12-03,263,2524,15.63
2024-12-03,206,1,112.9
2024-12-05,261,727,27.75
2024-12-12,236,7864,14.03
2024-12-12,231,2649,21.43
2024-12-15,213,19,46.33
2024-12-15,203,30,23.55
2024-12-21,250,9,40.26
2024-12-24,205,32,31.51
2024-12-26,209,215,25.6
2024-12-26,249,1029,14.3
2024-12-28,202,52,28.63
2024-12-29,250,6,42.62
2024-09-01,262,951,19.81
2024-09-01,135,51,29.63
2024-09-02,264,315,25.55
2024-09-02,216,182,25.92
2024-09-12,236,6386,14.19
2024-09-15,213,28,26.86
2024-09-19,212,19,38.97
2024-09-22,228,89,46.64
2024-09-23,259,8,50.91
2024-09-29,210,31,39.23
2024-12-05,65,207,37.35
2024-12-06,93,35,22.9
2024-12-08,28,49,27.1
2024-12-08,67,25,40.27
2024-12-12,76,109,30.35
2024-12-13,117,21,51.93
2024-12-14,53,14,43.46
2024-12-14,86,16,36.33
2024-12-15,91,44,32.98
2024-12-15,121,17,28.59
2024-12-16,112,202,32.43
2024-12-19,189,117,38.58
2024-12-19,49,187,35.39
2024-12-19,180,11,35.89
2024-12-20,166,979,17.79
2024-12-21,142,3974,14.21
2024-12-22,96,4,21.8
2024-12-23,20,14,49.76
2024-12-24,53,21,31.51
2024-12-25,191,35,24.27
2024-12-26,152,65,19.08
2024-12-26,178,6,35.37
2024-12-28,89,124,48.57
2024-12-29,162,1899,16.42
2024-12-29,18,10,38.04
2024-12-30,112,237,34.45
2024-09-02,82,118,26.65
2024-09-02,134,50,30.6
2024-09-03,77,26,35.27
2024-09-04,91,69,32.62
2024-09-04,190,15,46.26
2024-09-05,183,6,35.15
2024-09-06,165,30,48.74
2024-09-06,121,24,32.99
2024-09-08,201,13,48.14
2024-09-09,67,22,41.63
2024-09-10,160,33,33.74
2024-09-11,158,1339,16.03
2024-09-12,92,91,27.79
2024-09-14,9,11,31.36
2024-09-15,61,257,34.98
2024-09-15,98,20,37.81
2024-09-15,8,1,26.1
2024-09-17,45,355,20.25
2024-09-17,31,3,45.47
2024-09-17,130,76,23.32
2024-09-21,121,13,22.92
2024-09-22,177,54,31.94
2024-09-23,158,1166,16.48
2024-09-23,116,247,28.87
2024-09-25,142,3481,15.77
2024-09-26,66,181,31.64
2024-09-26,40,124,40.85
2024-09-27,87,1021,25.74
2024-09-26,11,2,46.15
2024-09-28,217,9,25.54
2024-09-28,30,2,34.34
2024-12-02,198,89,40.26
2024-12-02,241,10,52.77
2024-12-07,235,17,34.91
2024-12-09,209,308,27.94
2024-12-11,263,2667,15.91
2024-12-11,248,6,52.91
2024-12-12,202,82,30.44
2024-12-15,244,327,31.49
2024-12-18,237,7139,13.39
2024-12-19,229,2976,14.96
2024-12-20,198,84,33.29
2024-12-27,248,11,31.59
2024-12-29,216,120,28.9
2024-12-29,251,1,112.2
2024-12-30,249,1221,13.98
2024-08-31,231,1342,19.09
2024-09-01,146,97,28.8
2024-09-01,14,85,53.5
2024-09-03,223,142,30.76
2024-09-08,237,3621,13.46
2024-09-09,154,10,36.95
2024-09-15,205,50,35.7
2024-09-29,240,5,44.24
2024-09-30,222,29,32.58
2024-12-13,62,64,35.98
2024-12-13,150,14,52.27
2024-12-14,112,396,29.18
2024-12-14,25,264,34.02
2024-12-14,165,22,30.41
2024-12-16,96,3,47.33
2024-12-18,131,23,38.37
2024-12-20,108,17,49.5
2024-12-22,125,509,17.36
2024-12-24,192,16,23.81
2024-12-24,187,1,103.1
2024-12-25,126,29,23.25
2024-12-25,193,45,18.32
2024-12-26,46,2,54.11
2024-12-27,98,14,40.79
2024-12-28,112,258,33.46
2024-12-28,85,30,31.79
2024-12-29,173,22,29.55
2024-12-29,42,385,27.02
2024-12-30,151,787,16.98
2024-12-30,200,36,57.94
2024-12-31,68,21,24.6
2024-09-03,146,81,25.32
2024-09-05,126,17,42.2
2024-09-05,16,18,45.23
2024-09-06,46,5,51.21
2024-09-07,176,1,105.2
2024-09-08,197,79,26.76
2024-09-08,152,164,24.47
2024-09-11,59,1,27.5
2024-09-14,85,47,34.74
2024-09-16,146,96,29.03
2024-09-16,73,17,43.79
2024-09-18,61,211,37.68
2024-09-20,187,1,75.0
2024-09-21,27,4,73.95
2024-09-22,196,45,27.7
2024-09-24,198,77,33.02
2024-09-26,155,34,39.37
2024-09-27,145,305,25.66
2024-09-27,152,206,22.99
2024-09-27,115,2,0.0
2024-09-28,161,3706,16.38
2024-09-27,30,1,44.3
2024-09-30,33,293,35.51
2024-12-02,239,3247,15.8
2024-12-04,231,2217,21.07
2024-12-13,236,7537,13.52
2024-12-15,250,12,40.36
2024-12-17,254,18,58.54
2024-12-22,261,688,21.95
2024-12-23,226,164,22.67
2024-12-27,237,3252,12.77
2024-12-28,208,16,30.11
2024-09-02,226,164,29.65
2024-09-07,235,31,31.59
2024-09-09,167,9,31.62
2024-09-11,252,19,39.64
2024-09-18,211,1034,17.76
2024-09-20,218,20,25.98
2024-09-26,207,11,14.87
2024-12-03,191,30,35.81
2024-12-05,6,1,74.4
2024-12-07,48,4007,20.15
2024-12-10,35,29,27.41
2024-12-13,43,1877,15.59
2024-12-13,49,239,36.36
2024-12-15,125,625,17.06
2024-12-15,52,88,36.84
2024-12-16,151,1005,16.29
2024-12-16,207,7,14.5
2024-12-17,84,1,122.0
2024-12-18,181,383,37.83
2024-12-18,190,11,45.26
2024-12-18,93,23,22.09
2024-12-19,82,69,30.17
2024-12-21,24,444,16.11
2024-12-21,9,8,43.19
2024-12-22,50,1004,15.68
2024-12-23,11,7,36.96
2024-12-24,69,55,26.02
2024-12-25,66,95,26.34
2024-12-25,225,61,32.12
2024-12-26,188,85,35.73
2024-12-28,41,490,22.02
2024-12-28,126,5,36.47
2024-12-31,106,2,46.4
2024-09-02,135,43,29.8
2024-09-03,79,1523,19.36
2024-09-03,38,33,37.19
2024-09-04,186,2561,15.49
2024-09-04,37,116,34.68
2024-09-04,50,1083,15.78
2024-09-04,154,15,23.78
2024-09-04,23,1,97.5
2024-09-04,31,6,57.37
2024-09-10,59,1,61.5
2024-09-16,197,62,32.14
2024-09-17,67,20,55.13
2024-09-18,45,352,19.69
2024-09-22,88,487,26.02
2024-09-24,37,112,35.15
2024-09-24,18,19,57.58
2024-09-25,145,298,26.6
2024-09-25,28,34,34.39
2024-09-26,167,21,43.22
2024-09-26,58,5,56.57
2024-09-27,63,32,40.56
2024-09-30,68,2552,17.3
2024-09-29,29,22,53.63
2024-09-30,147,6,39.92
2024-12-01,176,1,40.8
2024-12-01,27,1,65.3
2024-12-07,237,5685,13.25
2024-12-12,261,713,26.12
2024-12-14,233,2094,17.1
2024-12-21,232,556,19.66
2024-12-22,255,217,30.05
2024-12-26,252,12,48.64
2024-12-27,252,15,28.81
2024-12-29,238,1537,17.81
2024-12-29,212,14,33.79
2024-09-01,68,2463,15.24
2024-09-02,213,28,31.5
2024-09-05,223,144,32.23
2024-09-05,252,25,39.94
2024-09-09,181,280,43.6
2024-09-10,113,1652,16.19
2024-09-09,207,18,8.38
2024-09-21,236,4459,14.79
2024-12-04,25,202,38.55
2024-12-05,52,108,35.99
2024-12-05,136,15,36.4
2024-12-09,143,1802,15.8
2024-12-08,73,10,31.19
2024-12-10,163,3560,19.65
2024-12-10,123,39,55.78
2024-12-10,195,47,32.78
2024-12-11,153,4,60.68
2024-12-12,15,15,53.46
2024-12-13,44,3,33.73
2024-12-15,141,3293,14.57
2024-12-15,157,81,31.98
2024-12-15,9,18,39.4
2024-12-21,57,5,17.47
2024-12-21,176,1,97.5
2024-12-22,203,24,24.44
2024-12-23,177,31,41.18
2024-12-24,189,59,29.21
2024-12-24,29,14,47.2
2024-12-25,129,119,26.97
2024-12-25,120,4,28.1
2024-12-26,45,245,21.37
2024-12-26,79,1190,16.45
2024-12-27,10,95,24.75
2024-12-27,26,16,35.32
2024-12-28,164,2256,17.23
2024-12-30,91,46,32.06
2024-09-02,113,1025,18.19
2024-09-02,139,39,28.98
2024-09-04,4,385,18.38
2024-09-06,151,1076,17.57
2024-09-07,102,28,30.51
2024-09-08,123,18,43.78
2024-09-12,198,63,36.5
2024-09-14,58,5,48.51
2024-09-17,206,2,0.0
2024-09-19,90,2044,16.43
2024-09-22,157,64,24.35
2024-09-22,14,119,50.36
2024-09-22,93,87,22.11
2024-09-22,111,1,42.9
2024-09-23,37,111,36.77
2024-09-24,40,98,36.65
2024-09-24,202,53,40.9
2024-09-24,182,12,51.89
2024-09-24,111,2,14.9
2024-09-25,128,15,40.18
2024-09-30,136,10,37.94
2024-09-30,178,15,51.08
2024-12-01,35,33,33.94
2024-12-01,178,15,45.97
2024-12-03,140,3022,16.32
2024-12-09,242,18,42.29
2024-12-14,255,508,31.13
2024-12-15,188,111,37.16
2024-12-16,261,530,27.96
2024-12-16,247,24,25.1
2024-12-18,213,16,35.57
2024-12-21,211,1510,16.72
2024-12-25,244,222,26.51
2024-12-28,137,934,13.48
2024-12-28,252,21,29.21
2024-09-02,259,8,50.2
2024-09-07,244,373,29.38
2024-09-08,142,2551,16.57
2024-09-10,214,1,81.4
2024-09-16,209,266,25.95
2024-09-16,250,8,44.89
2024-09-17,248,9,39.53
2024-09-25,234,3423,15.06
2024-09-28,209,455,19.45
2024-09-28,253,1,-49.2
2024-09-29,262,1886,18.07
2024-09-29,198,96,31.79
2024-12-02,23,3,95.63
2024-12-02,80,168,38.94
2024-12-02,180,18,19.6
2024-12-02,176,1,81.4
2024-12-04,134,41,34.36
2024-12-06,17,150,38.59
2024-12-06,82,90,30.38
2024-12-08,131,22,23.66
2024-12-08,175,16,44.01
2024-12-11,13,1246,26.1
2024-12-11,7,265,26.22
2024-12-11,29,22,52.49
2024-12-12,124,23,37.05
2024-12-12,16,34,42.84
2024-12-13,27,2,111.5
2024-12-13,182,17,44.24
2024-12-14,180,13,34.25
2024-12-14,39,54,33.57
2024-12-15,158,1325,15.7
2024-12-15,150,5,56.96
2024-12-16,78,24,41.65
2024-12-17,151,1116,16.24
2024-12-18,165,50,43.42
2024-12-18,3,13,33.78
2024-12-21,8,1,24.7
2024-12-22,151,939,14.79
2024-12-22,142,3074,13.84
2024-12-22,52,48,33.31
2024-12-22,138,1551,42.57
2024-12-23,22,16,41.22
2024-12-24,135,27,30.65
2024-12-27,113,1009,16.61
2024-12-27,102,16,32.55
2024-12-28,131,19,32.69
2024-12-29,16,18,44.36
2024-12-29,197,37,43.69
2024-09-03,41,634,22.45
2024-09-04,116,239,29.39
2024-09-04,88,480,26.93
2024-09-05,134,44,31.62
2024-09-05,245,1,74.4
2024-09-06,27,1,59.7
2024-09-10,89,123,43.62
2024-09-10,123,38,51.65
2024-09-12,119,40,32.87
2024-09-13,42,650,23.37
2024-09-15,169,29,39.11
2024-09-15,206,2,68.1
2024-09-17,10,114,20.48
2024-09-19,176,1,101.0
2024-09-20,83,31,33.02
2024-09-21,112,388,30.64
2024-09-23,178,11,44.15
2024-09-23,150,15,42.05
2024-09-25,68,3430,17.7
2024-09-25,196,39,31.44
2024-09-25,11,5,58.5
2024-09-25,34,11,20.98
2024-09-26,45,336,20.36
2024-09-28,87,1320,20.88
2024-09-04,5,1,98.59
2024-09-11,184,2,26.65
2024-12-01,8,2,28.2
2024-12-10,255,305,34.65
2024-12-12,234,3777,16.07
2024-12-12,218,34,26.36
2024-12-15,232,611,20.16
2024-12-16,203,26,28.05
2024-12-20,236,6914,13.49
2024-12-23,239,2871,14.04
2024-12-23,245,1,93.3
2024-12-25,142,1515,13.61
2024-09-01,202,58,32.11
2024-09-02,224,444,20.76
2024-09-06,220,46,49.26
2024-09-11,198,48,33.08
2024-09-15,244,553,29.63
2024-09-15,201,12,44.7
2024-09-20,213,27,45.35
2024-09-21,238,2347,17.53
2024-09-22,230,3538,24.04
2024-09-27,216,136,26.89
2024-09-23,242,21,43.62
2024-09-24,216,149,26.02
2024-09-25,224,482,16.71
2024-09-30,261,536,29.67
2024-09-30,255,253,43.99
2024-12-03,51,30,36.58
2024-12-06,74,834,17.99
2024-12-08,74,666,17.57
2024-12-10,100,1862,22.06
2024-12-11,144,1144,18.98
2024-12-11,139,20,36.19
2024-12-13,36,103,35.12
2024-12-13,204,1,136.7
2024-12-17,98,9,46.55
2024-12-20,94,5,34.27
2024-12-21,66,182,23.87
2024-12-21,201,15,64.32
2024-12-22,86,23,42.92
2024-12-22,82,88,24.01
2024-12-22,26,33,33.13
2024-12-22,135,21,24.69
2024-12-23,41,539,19.65
2024-12-24,164,1891,16.5
2024-12-26,194,6,37.94
2024-12-28,87,671,24.58
2024-12-29,171,14,24.66
2024-12-31,127,2,20.0
2024-09-02,31,17,50.23
2024-09-04,160,51,33.92
2024-09-05,141,3225,14.95
2024-09-05,180,18,40.96
2024-09-05,117,16,38.84
2024-09-07,15,12,45.28
2024-09-08,192,24,23.79
2024-09-11,21,14,41.3
2024-09-12,148,1377,20.17
2024-09-12,185,14,48.34
2024-09-17,182,10,45.43
2024-09-19,41,797,21.86
2024-09-19,189,120,41.48
2024-09-21,150,9,60.93
2024-09-22,29,19,53.89
2024-09-22,27,2,60.62
2024-09-25,65,167,36.34
2024-09-26,72,36,30.33
2024-09-26,81,13,52.12
2024-09-27,25,253,40.11
2024-09-28,186,3109,15.65
2024-09-28,42,518,24.28
2024-09-30,195,40,39.11
2024-12-01,96,13,35.09
2024-12-03,209,342,25.44
2024-12-10,229,3032,17.28
2024-12-11,223,164,30.05
2024-12-16,244,342,31.5
2024-12-19,234,3344,14.15
2024-12-21,219,36,19.22
2024-12-24,262,1245,12.88
2024-12-26,234,1532,13.88
2024-12-26,206,5,69.22
2024-12-27,157,18,33.47
2024-12-27,214,1,50.6
2024-12-29,220,35,54.69
2024-12-30,201,15,54.49
2024-09-01,181,258,45.17
2024-09-09,245,2,78.6
2024-09-09,85,22,43.79
2024-09-15,224,545,17.84
2024-09-16,243,213,32.24
2024-09-18,226,183,23.33
2024-09-18,241,16,55.27
2024-09-20,188,117,38.9
2024-09-21,244,478,29.36
2024-09-24,217,66,39.88
2024-09-28,238,2766,15.92
2024-12-01,78,12,32.8
2024-12-02,98,17,37.77
2024-12-02,154,11,25.65
2024-12-07,66,263,28.17
2024-12-08,179,135,28.84
2024-12-08,88,456,23.2
2024-12-08,171,21,38.06
2024-12-09,106,41,45.05
2024-12-10,50,1246,17.11
2024-12-10,113,1725,16.16
2024-12-12,35,38,31.82
2024-12-12,150,15,43.57
2024-12-13,146,109,22.44
2024-12-13,53,14,41.02
2024-12-14,9,11,42.97
2024-12-15,129,166,30.67
2024-12-17,142,3867,14.67
2024-12-17,137,1528,13.83
2024-12-18,72,46,29.14
2024-12-19,28,43,28.68
2024-12-19,12,56,24.65
2024-12-21,80,153,25.43
2024-12-21,48,3813,19.18
2024-12-21,191,23,37.42
2024-12-21,31,6,35.02
2024-12-22,33,196,31.1
2024-12-22,171,21,23.97
2024-12-26,208,12,43.57
2024-12-27,179,96,29.3
2024-12-27,155,30,23.37
2024-12-27,169,15,41.71
2024-12-27,194,5,12.86
2024-12-28,7,270,24.78
2024-12-28,4,372,17.96
2024-12-28,39,61,35.29
2024-12-30,97,119,36.68
2024-12-31,142,17,33.31
2024-09-02,150,19,51.25
2024-09-02,11,17,53.37
2024-09-04,128,7,24.44
2024-09-06,80,168,34.4
2024-09-06,45,409,21.65
2024-09-07,93,197,34.45
2024-09-07,57,2,48.5
2024-09-08,31,11,51.68
2024-09-09,40,95,46.99
2024-09-10,197,63,28.11
2024-09-11,111,2,64.66
2024-09-12,96,2,23.96
2024-09-13,186,2840,15.95
2024-09-13,125,688,17.85
2024-09-15,27,8,42.1
2024-09-17,48,2739,18.43
2024-09-17,143,1866,15.87
2024-09-17,94,11,25.97
2024-09-18,80,112,33.65
2024-09-18,56,43,29.97
2024-09-18,67,17,43.05
2024-09-19,54,41,36.44
2024-09-19,133,34,44.89
2024-09-20,206,2,86.65
2024-09-21,13,968,22.37
2024-09-21,171,25,41.46
2024-09-21,131,23,25.25
2024-09-22,41,790,21.88
2024-09-22,25,266,39.36
2024-09-26,50,1348,16.7
2024-09-26,139,20,34.05
2024-09-27,150,18,38.35
2024-09-27,182,22,36.81
2024-09-28,109,2,95.75
2024-09-09,111,1,24.46
2024-12-01,244,253,33.2
2024-12-01,234,2080,15.8
2024-12-01,39,55,29.53
2024-12-05,226,191,24.68
2024-12-09,229,2412,15.44
2024-12-15,257,58,50.2
2024-12-23,255,147,32.09
2024-12-23,208,13,49.95
2024-12-24,244,288,26.93
2024-12-25,259,20,40.25
2024-09-08,248,8,38.02
2024-09-17,216,146,22.43
2024-09-14,230,4087,19.95
2024-09-16,210,39,41.1
2024-09-21,256,365,30.18
2024-09-22,264,411,21.56
2024-09-27,208,21,47.92
2024-12-03,43,1472,15.51
2024-12-03,182,21,41.44
2024-12-04,169,25,34.22
2024-12-05,14,108,44.64
2024-12-06,72,50,33.78
2024-12-06,78,11,23.27
2024-12-06,30,2,44.4
2024-12-07,134,42,23.38
2024-12-07,168,53,27.24
2024-12-10,17,136,37.33
2024-12-11,125,770,19.18
2024-12-11,55,37,48.18
2024-12-13,8,7,20.98
2024-12-14,35,33,32.08
2024-12-15,88,415,24.46
2024-12-16,144,854,19.11
2024-12-16,58,1,83.5
2024-12-16,84,1,121.3
2024-12-18,58,5,56.48
2024-12-20,59,1,77.2
2024-12-21,129,135,32.83
2024-12-22,174,12,48.81
2024-12-23,39,88,28.3
2024-12-24,158,652,14.65
2024-12-24,6,3,56.9
2024-12-25,81,27,35.94
2024-12-27,120,3,30.9
2024-12-28,66,117,29.17
2024-12-29,166,395,19.69
2024-12-29,183,3,59.56
2024-12-30,70,40,32.57
2024-12-31,25,3,31.74
2024-09-02,91,54,34.14
2024-09-03,155,32,34.61
2024-09-04,35,71,28.38
2024-09-04,180,29,25.6
2024-09-04,64,17,43.08
2024-09-06,13,1011,23.74
2024-09-06,177,58,36.27
2024-09-06,19,22,42.87
2024-09-06,172,2,56.11
2024-09-06,150,12,44.53
2024-09-07,140,1761,15.4
2024-09-08,52,54,35.34
2024-09-11,102,24,32.93
2024-09-14,26,12,43.8
2024-09-15,117,29,55.82
2024-09-17,185,14,48.54
2024-09-20,48,3101,18.63
2024-09-20,156,4,107.48
2024-09-21,61,215,32.89
2024-09-23,70,70,26.3
2024-09-24,191,43,33.2
2024-09-24,28,36,27.64
2024-09-26,75,1595,15.81
2024-09-26,24,368,18.65
2024-09-27,79,2930,16.4
2024-09-27,77,21,37.11
2024-09-30,188,128,42.6
